time,lon,lat,dis24,geometry
2017-01-01,84.05000000000001,29.549999999999997,33.53242111206055,POINT (84.05000000000001 29.549999999999997)
2017-01-01,84.05000000000001,29.549999999999997,33.53242111206055,POINT (84.05000000000001 29.549999999999997)
2017-01-01,84.35000000000002,29.549999999999997,35.11415481567383,POINT (84.35000000000002 29.549999999999997)
2017-01-01,84.75,29.25,43.989601135253906,POINT (84.75 29.25)
2017-01-01,85.45000000000005,29.25,59.62670135498047,POINT (85.45000000000005 29.25)
2017-01-01,87.65000000000003,29.15,76.33512115478516,POINT (87.65000000000003 29.15)
2017-01-01,87.75,29.25,76.50869750976562,POINT (87.75 29.25)
2017-01-01,87.95000000000005,29.35,108.5118179321289,POINT (87.95000000000005 29.35)
2017-01-01,88.65000000000003,29.35,127.09932708740234,POINT (88.65000000000003 29.35)
2017-01-01,91.05000000000001,29.35,465.3815612792969,POINT (91.05000000000001 29.35)
2017-01-01,92.05000000000001,29.25,513.3225708007812,POINT (92.05000000000001 29.25)
2017-01-01,93.25,29.049999999999997,595.8766479492188,POINT (93.25 29.049999999999997)
2017-01-01,93.65000000000003,29.15,632.861572265625,POINT (93.65000000000003 29.15)
2017-01-01,94.35000000000002,29.35,710.2802124023438,POINT (94.35000000000002 29.35)
2017-01-01,94.85000000000002,29.549999999999997,922.69580078125,POINT (94.85000000000002 29.549999999999997)
2017-01-01,95.15000000000003,29.85,1239.90283203125,POINT (95.15000000000003 29.85)
2017-01-01,95.25,29.85,1242.472412109375,POINT (95.25 29.85)
2017-01-01,95.25,29.75,1249.377197265625,POINT (95.25 29.75)
2017-01-01,95.35000000000002,29.549999999999997,1273.206787109375,POINT (95.35000000000002 29.549999999999997)
2017-01-01,95.35000000000002,29.35,1317.1334228515625,POINT (95.35000000000002 29.35)
2017-01-01,94.85000000000002,28.950000000000003,1398.384521484375,POINT (94.85000000000002 28.950000000000003)
2017-01-01,94.85000000000002,28.85,1439.6290283203125,POINT (94.85000000000002 28.85)
2017-01-01,95.05000000000001,28.549999999999997,1472.7958984375,POINT (95.05000000000001 28.549999999999997)
2017-01-01,95.05000000000001,28.15,1630.6749267578125,POINT (95.05000000000001 28.15)
2017-01-01,95.35000000000002,28.049999999999997,1698.047607421875,POINT (95.35000000000002 28.049999999999997)
2017-01-01,95.35000000000002,27.950000000000003,1750.350830078125,POINT (95.35000000000002 27.950000000000003)
2017-01-01,95.25,27.75,2302.630615234375,POINT (95.25 27.75)
2017-01-01,94.85000000000002,27.450000000000003,2685.438232421875,POINT (94.85000000000002 27.450000000000003)
2017-01-01,94.45000000000005,27.049999999999997,2886.706298828125,POINT (94.45000000000005 27.049999999999997)
2017-01-01,93.75,26.75,2952.843505859375,POINT (93.75 26.75)
2017-01-01,92.65000000000003,26.549999999999997,3171.614013671875,POINT (92.65000000000003 26.549999999999997)
2017-01-01,92.25,26.450000000000003,3267.501953125,POINT (92.25 26.450000000000003)
2017-01-01,91.65000000000003,26.15,3567.94677734375,POINT (91.65000000000003 26.15)
2017-01-01,91.25,26.15,3624.70458984375,POINT (91.25 26.15)
2017-01-01,90.65000000000003,26.15,3898.115234375,POINT (90.65000000000003 26.15)
2017-01-01,90.35000000000002,26.15,3908.473876953125,POINT (90.35000000000002 26.15)
2017-01-01,90.15000000000003,26.049999999999997,3905.864013671875,POINT (90.15000000000003 26.049999999999997)
2017-01-01,89.85000000000002,25.849999999999994,3955.73974609375,POINT (89.85000000000002 25.849999999999994)
