time,lon,lat,dis24,geometry
2019-01-01,83.65000000000003,29.85,31.49483,POINT (83.65000000000003 29.85)
2019-01-01,83.65000000000003,29.85,31.494829177856445,POINT (83.65000000000003 29.85)
2019-01-01,83.75,29.85,31.591821670532227,POINT (83.75 29.85)
2019-01-01,84.05000000000001,29.549999999999997,42.6889533996582,POINT (84.05000000000001 29.549999999999997)
2019-01-01,84.35000000000002,29.549999999999997,47.29319381713867,POINT (84.35000000000002 29.549999999999997)
2019-01-01,84.75,29.25,61.986385345458984,POINT (84.75 29.25)
2019-01-01,85.45000000000005,29.25,88.35400390625,POINT (85.45000000000005 29.25)
2019-01-01,87.65000000000003,29.15,112.97648620605469,POINT (87.65000000000003 29.15)
2019-01-01,87.75,29.25,113.23280334472656,POINT (87.75 29.25)
2019-01-01,87.95000000000005,29.35,157.3344268798828,POINT (87.95000000000005 29.35)
2019-01-01,88.65000000000003,29.35,179.51376342773438,POINT (88.65000000000003 29.35)
2019-01-01,91.05000000000001,29.35,495.0111083984375,POINT (91.05000000000001 29.35)
2019-01-01,92.05000000000001,29.25,531.3116455078125,POINT (92.05000000000001 29.25)
2019-01-01,93.25,29.049999999999997,602.6820068359375,POINT (93.25 29.049999999999997)
2019-01-01,93.65000000000003,29.15,636.8309936523438,POINT (93.65000000000003 29.15)
2019-01-01,94.35000000000002,29.35,710.854736328125,POINT (94.35000000000002 29.35)
2019-01-01,94.85000000000002,29.549999999999997,907.258544921875,POINT (94.85000000000002 29.549999999999997)
2019-01-01,95.15000000000003,29.85,1210.7723388671875,POINT (95.15000000000003 29.85)
2019-01-01,95.25,29.85,1212.48974609375,POINT (95.25 29.85)
2019-01-01,95.25,29.75,1217.6895751953125,POINT (95.25 29.75)
2019-01-01,95.35000000000002,29.549999999999997,1237.6014404296875,POINT (95.35000000000002 29.549999999999997)
2019-01-01,95.35000000000002,29.35,1281.476318359375,POINT (95.35000000000002 29.35)
2019-01-01,94.85000000000002,28.950000000000003,1395.0546875,POINT (94.85000000000002 28.950000000000003)
2019-01-01,94.85000000000002,28.85,1440.6290283203125,POINT (94.85000000000002 28.85)
2019-01-01,95.05000000000001,28.549999999999997,1472.8795166015625,POINT (95.05000000000001 28.549999999999997)
2019-01-01,95.05000000000001,28.15,1628.032470703125,POINT (95.05000000000001 28.15)
2019-01-01,95.35000000000002,28.049999999999997,1679.7188720703125,POINT (95.35000000000002 28.049999999999997)
2019-01-01,95.35000000000002,27.950000000000003,1708.817626953125,POINT (95.35000000000002 27.950000000000003)
2019-01-01,95.25,27.75,2242.25927734375,POINT (95.25 27.75)
2019-01-01,94.85000000000002,27.450000000000003,2329.171630859375,POINT (94.85000000000002 27.450000000000003)
2019-01-01,94.45000000000005,27.049999999999997,2478.96630859375,POINT (94.45000000000005 27.049999999999997)
2019-01-01,93.75,26.75,3138.639892578125,POINT (93.75 26.75)
2019-01-01,92.65000000000003,26.549999999999997,3816.897216796875,POINT (92.65000000000003 26.549999999999997)
2019-01-01,92.25,26.450000000000003,3956.24609375,POINT (92.25 26.450000000000003)
2019-01-01,91.65000000000003,26.15,4170.9599609375,POINT (91.65000000000003 26.15)
2019-01-01,91.25,26.15,4186.89599609375,POINT (91.25 26.15)
2019-01-01,90.65000000000003,26.15,4488.318359375,POINT (90.65000000000003 26.15)
2019-01-01,90.35000000000002,26.15,4513.1328125,POINT (90.35000000000002 26.15)
2019-01-01,90.15000000000003,26.049999999999997,4519.240234375,POINT (90.15000000000003 26.049999999999997)
2019-01-01,89.85000000000002,25.849999999999994,4566.37646484375,POINT (89.85000000000002 25.849999999999994)
2019-01-01,89.75,25.650000000000006,4921.4375,POINT (89.75 25.650000000000006)
2019-01-01,89.65000000000003,24.950000000000003,5120.36328125,POINT (89.65000000000003 24.950000000000003)
2019-01-01,89.75,24.549999999999997,5131.01953125,POINT (89.75 24.549999999999997)
2019-01-01,89.65000000000003,23.849999999999994,5147.162109375,POINT (89.65000000000003 23.849999999999994)
2019-01-01,89.95000000000005,23.650000000000006,8082.93310546875,POINT (89.95000000000005 23.650000000000006)
2019-01-01,90.25,23.450000000000003,8122.1689453125,POINT (90.25 23.450000000000003)
2019-01-01,90.55000000000001,23.25,8172.0009765625,POINT (90.55000000000001 23.25)
2019-01-01,90.55000000000001,23.25,8172.0009765625,POINT (90.55000000000001 23.25)
2019-01-02,83.65000000000003,29.85,31.325334548950195,POINT (83.65000000000003 29.85)
2019-01-02,83.65000000000003,29.85,31.325334548950195,POINT (83.65000000000003 29.85)
2019-01-02,83.75,29.85,31.41402244567871,POINT (83.75 29.85)
2019-01-02,84.05000000000001,29.549999999999997,42.358367919921875,POINT (84.05000000000001 29.549999999999997)
2019-01-02,84.35000000000002,29.549999999999997,46.85018539428711,POINT (84.35000000000002 29.549999999999997)
2019-01-02,84.75,29.25,61.32320785522461,POINT (84.75 29.25)
